OBJECTID,id,parent,name,type,address,POINT_X,POINT_Y,typecode,pcode,pname,citycode,cityname,adcode,adname,tel
599,BV10024714,[],真南路敦煌路(公交站),交通设施服务;公交车站;公交车站相关,117路;323路;62路;742路;750路;828路;838路,13510752.64,3668270.654,150700,310000,上海市,21,上海市,310107,普陀区,
600,BV10024715,[],真南路祁连山路(公交站),交通设施服务;公交车站;公交车站相关,117路;323路;62路;742路;750路;828路;838路;859路;898路,13511458.41,3668094.175,150700,310000,上海市,21,上海市,310107,普陀区,
601,BX10031489,BV10820972,姚虹路地铁站2号口,交通设施服务;地铁站;出入口,15号线,13514953.4,3657623.686,150501,310000,上海市,21,上海市,310112,闵行区,
602,BV10031117,[],新金桥路申江路(公交站),交通设施服务;公交车站;公交车站相关,790路;上川专线;浦东27路,13539033.47,3666516.138,150700,310000,上海市,21,上海市,310115,浦东新区,
603,BV10030958,[],申江路新金桥路(公交站),交通设施服务;公交车站;公交车站相关,987路;浦东27路,13539273.03,3666834.803,150700,310000,上海市,21,上海市,310115,浦东新区,
604,BV10032690,[],唐陆路新金桥路(公交站),交通设施服务;公交车站;公交车站相关,,13538861.04,3666300.227,150700,310000,上海市,21,上海市,310115,浦东新区,
605,BV10030974,[],金海路申江路(公交站),交通设施服务;公交车站;公交车站相关,1130路;1130路(高峰线);630路;991路;浦东5路;浦东62路,13538607.12,3667010.743,150700,310000,上海市,21,上海市,310115,浦东新区,
606,BV10030959,[],申江路金海路(公交站),交通设施服务;公交车站;公交车站相关,987路,13539275.48,3667310.797,150700,310000,上海市,21,上海市,310115,浦东新区,
607,BV10032025,[],新金桥路唐陆路(公交站),交通设施服务;公交车站;公交车站相关,上川专线;浦东27路,13538718.44,3666256.082,150700,310000,上海市,21,上海市,310115,浦东新区,
608,BV11348102,[],唐陆公路新金桥路(公交站),交通设施服务;公交车站;公交车站相关,浦东17路,13538875.06,3666296.841,150700,310000,上海市,21,上海市,310115,浦东新区,
609,BV10652069,[],书塘路两港大道(公交站),交通设施服务;公交车站;公交车站相关,书院3路,13568576.66,3622609.482,150700,310000,上海市,21,上海市,310115,浦东新区,
610,BX10016282,BV10030224,祁连山路地铁站3号口,交通设施服务;地铁站;出入口,11号线,13511421.9,3668059.271,150501,310000,上海市,21,上海市,310107,普陀区,
611,BX10016283,BV10030224,祁连山路地铁站4号口,交通设施服务;地铁站;出入口,11号线,13511451.84,3668115.665,150501,310000,上海市,21,上海市,310107,普陀区,
612,BV10030252,[],云岭东路泸定路(公交站),交通设施服务;公交车站;公交车站相关,44路;551路,13513142.56,3661726.225,150700,310000,上海市,21,上海市,310107,普陀区,
613,BX10016805,BV10039971,宋园路地铁站2号口,交通设施服务;地铁站;出入口,10号线,13515592.15,3658260.693,150501,310000,上海市,21,上海市,310105,长宁区,
614,BX10016804,BV10039971,宋园路地铁站1号口,交通设施服务;地铁站;出入口,10号线,13515520.79,3658332.009,150501,310000,上海市,21,上海市,310105,长宁区,
615,BV10031094,[],中江路云岭东路(公交站),交通设施服务;公交车站;公交车站相关,44路;551路,13513370.99,3662150.6,150700,310000,上海市,21,上海市,310107,普陀区,
616,BV10030253,[],云岭东路大渡河路(公交站),交通设施服务;公交车站;公交车站相关,1227路;44路;551路;757路,13513573.15,3661820.081,150700,310000,上海市,21,上海市,310107,普陀区,
617,BV10030589,[],泸定路云岭东路(公交站),交通设施服务;公交车站;公交车站相关,739路;766路,13512755.28,3661867.465,150700,310000,上海市,21,上海市,310107,普陀区,
618,BV10030560,[],光复西路大渡河路(公交站),交通设施服务;公交车站;公交车站相关,757路,13513510.25,3661328.028,150700,310000,上海市,21,上海市,310107,普陀区,
619,BV11470878,[],金闸公路大叶公路(公交站),交通设施服务;公交车站;公交车站相关,奉贤23路;奉贤42路;海航专线,13525693.5,3629914.167,150700,310000,上海市,21,上海市,310120,奉贤区,
620,BV11470880,[],汇南新村(公交站),交通设施服务;公交车站;公交车站相关,奉贤23路;奉贤42路;海航专线;金汇1线,13525725,3630349.266,150700,310000,上海市,21,上海市,310120,奉贤区,
621,BV10504466,[],大叶公路金闸公路(公交站),交通设施服务;公交车站;公交车站相关,海航专线;航奉专线;莘团线,13525630.27,3629832.498,150700,310000,上海市,21,上海市,310120,奉贤区,
622,BV11395061,[],泾阳路曹泾村(公交站),交通设施服务;公交车站;公交车站相关,燕南村免费接驳线,13485766.32,3659130.694,150700,310000,上海市,21,上海市,310118,青浦区,
623,BV11068254,[],大叶公路金钱公路(公交站),交通设施服务;公交车站;公交车站相关,航奉专线,13525606.56,3629827.435,150700,310000,上海市,21,上海市,310120,奉贤区,
624,BV10591282,[],泾阳路漕泾村(公交站),交通设施服务;公交车站;公交车站相关,香花桥2路,13485766.32,3659130.173,150700,310000,上海市,21,上海市,310118,青浦区,
625,BX10020115,BV10039783,淮海中路地铁站2号口,交通设施服务;地铁站;出入口,13号线,13521272.11,3661416.154,150501,310000,上海市,21,上海市,310101,黄浦区,
626,BV10978070,[],天辰路久乐路(公交站),交通设施服务;公交车站;公交车站相关,香花桥1路,13485609.13,3658683.908,150700,310000,上海市,21,上海市,310118,青浦区,
627,BV10613711,[],天辰路向阳河路(公交站),交通设施服务;公交车站;公交车站相关,香花桥1路,13485010.35,3658712.929,150700,310000,上海市,21,上海市,310118,青浦区,
628,BV10818100,[],久乐路天辰路(公交站),交通设施服务;公交车站;公交车站相关,香花桥1路,13485751.73,3658526.697,150700,310000,上海市,21,上海市,310118,青浦区,
629,BX10016187,BV10039893,陕西南路地铁站3号口,交通设施服务;地铁站;出入口,1号线,13520978.9,3661075.241,150501,310000,上海市,21,上海市,310101,黄浦区,
630,BX10020136,BV10039782,南京西路地铁站12号口,交通设施服务;地铁站;出入口,12号线,13520835.63,3662240.424,150501,310000,上海市,21,上海市,310106,静安区,
631,BX10020116,BV10039783,淮海中路地铁站1号口,交通设施服务;地铁站;出入口,13号线,13521399.8,3661274.659,150501,310000,上海市,21,上海市,310101,黄浦区,
632,BX10020114,BV10039783,淮海中路地铁站3号口,交通设施服务;地铁站;出入口,13号线,13521267.77,3661457.288,150501,310000,上海市,21,上海市,310101,黄浦区,
