POINT_X,POINT_Y,ID_1,dist_hospital,dist_transit,env_count_2km,hospital_dist_norm,transit_dist_norm,env_count_norm,AS,HES,CSQI
13528777.38,3656635.381,28,93.2452787492262,71.06860154107852,15,0.057648047560451623,0.06859882856902487,0.29411764705882354,0.9390667181369763,0.29411764705882354,0.7455819968135304
13530281.76,3670634.933,29,23.54508135579434,191.57950182867017,19,0.014556532920706175,0.18492173925341446,0.37254901960784315,0.9343339051794812,0.37254901960784315,0.7657984395079898
13529810.1,3671154.194,30,21.80426646324312,241.58089659802428,17,0.013480289908021009,0.23318548771077585,0.3333333333333333,0.9206081507511525,0.3333333333333333,0.7444257055258067
13523992.76,3663444.515,31,140.40187053209362,58.369046385603966,51,0.08680218257246265,0.05634060780595378,1.0,0.9223362898574899,1.0,0.945635402900243
13526273.14,3668098.473,32,7.850968348395155,97.52244648808353,25,0.004853789948562303,0.09413335063869359,0.49019607843137253,0.9683623418443983,0.49019607843137253,0.8249124628204905
13518323.59,3663329.035,33,33.96855988996095,62.62702069380384,35,0.02100075395091002,0.060450609174852,0.6862745098039216,0.9671642894819072,0.6862745098039216,0.8828973555785116
13517737.61,3663199.104,34,263.73038516938135,122.67920218629239,31,0.16304891777168815,0.11841585984913272,0.6078431372549019,0.8503409996050785,0.6078431372549019,0.7775916409000255
13525403.07,3660602.351,35,7.029860667270048,364.0199456567339,33,0.0043461475747209885,0.3513695402234459,0.6470588235294118,0.8915468346306614,0.6470588235294118,0.8182004313002864
13545022.91,3666883.899,36,0.0,239.95086147759514,9,0.0,0.23161209950046788,0.17647058823529413,0.9305163701498596,0.17647058823529413,0.7043026355754899
13519782.21,3665484.018,37,34.011038929151034,369.99978884875276,35,0.021027016231471574,0.3571415721630619,0.6862745098039216,0.8781386169890512,0.6862745098039216,0.8205793848335123
13549684.08,3642966.391,38,0.0,863.9830037307381,6,0.0,0.8339579036913836,0.11764705882352941,0.7498126288925849,0.11764705882352941,0.5601629578718682
